cc_txn_id,txn_date,txn_type,amount,amount_cents,merchant,vendor_key,net_cents,tax_cents,mapping,journal_entry_id
3113,2025-01-27,REFUND,14.86,1486,FREIGHTCOM INC. BOLTON,,1292,194,keyword:freight,CC_PURCHASE_3113
633,2025-01-28,PURCHASE,31.08,3108,STORE AMHERST,,2703,405,default:cogs_supplements,CC_PURCHASE_633
640,2025-01-28,PURCHASE,45.86,4586,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,3988,598,VENDOR_PROFILE,CC_PURCHASE_640
3103,2025-01-28,PURCHASE,20.02,2002,FREIGHTCOM INC. BOLTON,,1741,261,keyword:freight,CC_PURCHASE_3103
3104,2025-01-28,PURCHASE,15.24,1524,FREIGHTCOM INC. BOLTON,,1325,199,keyword:freight,CC_PURCHASE_3104
3105,2025-01-28,REFUND,20.02,2002,FREIGHTCOM INC. BOLTON,,1741,261,keyword:freight,CC_PURCHASE_3105
629,2025-01-29,PURCHASE,85.00,8500,OUR BACKYARD BBQ,,7391,1109,default:cogs_supplements,CC_PURCHASE_629
631,2025-01-29,PURCHASE,48.94,4894,KENT AMHERST AMHERST,,4256,638,keyword:kent_repairs,CC_PURCHASE_631
632,2025-01-29,PURCHASE,185.03,18503,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,16090,2413,VENDOR_PROFILE,CC_PURCHASE_632
3100,2025-01-29,REFUND,4.50,450,DISNEY PLUS OVERDUE,,391,59,default:cogs_supplements,CC_PURCHASE_3100
3101,2025-01-29,PURCHASE,15.49,1549,FREIGHTCOM INC. BOLTON,,1347,202,keyword:freight,CC_PURCHASE_3101
3102,2025-01-29,PURCHASE,18.10,1810,FREIGHTCOM INC. BOLTON,,1574,236,keyword:freight,CC_PURCHASE_3102
625,2025-01-30,PURCHASE,27.49,2749,FREDDIE'S PIZZA &,,2390,359,default:cogs_supplements,CC_PURCHASE_625
626,2025-01-30,PURCHASE,80.48,8048,SQ *SPIN CITY,,6998,1050,default:cogs_supplements,CC_PURCHASE_626
628,2025-01-30,PURCHASE,113.30,11330,KENT AMHERST AMHERST,,9852,1478,keyword:kent_repairs,CC_PURCHASE_628
3096,2025-01-30,PURCHASE,14.94,1494,DISNEY PLUS 1,,1299,195,default:cogs_supplements,CC_PURCHASE_3096
3098,2025-01-30,PURCHASE,20.14,2014,FREIGHTCOM INC. BOLTON,,1751,263,keyword:freight,CC_PURCHASE_3098
3099,2025-01-30,REFUND,29.51,2951,FREIGHTCOM INC. BOLTON,,2566,385,keyword:freight,CC_PURCHASE_3099
619,2025-01-31,PURCHASE,4.31,431,KENS RITE STOP,,375,56,default:cogs_supplements,CC_PURCHASE_619
620,2025-01-31,PURCHASE,25.00,2500,MOBIL@ - 4174,,2174,326,default:cogs_supplements,CC_PURCHASE_620
621,2025-01-31,PURCHASE,30.26,3026,MCDONALD'S #5841 Q04,,2631,395,default:cogs_supplements,CC_PURCHASE_621
622,2025-01-31,PURCHASE,83.23,8323,KENT AMHERST AMHERST,,7237,1086,keyword:kent_repairs,CC_PURCHASE_622
623,2025-01-31,PURCHASE,21.01,2101,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,1827,274,VENDOR_PROFILE,CC_PURCHASE_623
624,2025-01-31,PURCHASE,74.24,7424,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,6456,968,VENDOR_PROFILE,CC_PURCHASE_624
3095,2025-01-31,PURCHASE,21.73,2173,FREIGHTCOM INC. BOLTON,,1890,283,keyword:freight,CC_PURCHASE_3095
607,2025-02-03,PURCHASE,72.22,7222,AMZN MKTP CA*Z782S3NB0,,6280,942,default:cogs_supplements,CC_PURCHASE_607
608,2025-02-03,PURCHASE,18.72,1872,GOOGLE *GSUITE_CURLYS. 855-222-8603,,1628,244,default:cogs_supplements,CC_PURCHASE_608
609,2025-02-03,PURCHASE,1605.14,160514,PURITY LIFE HEALTH,,139577,20937,default:cogs_supplements,CC_PURCHASE_609
610,2025-02-03,PURCHASE,46.98,4698,NSLC #2302 AMHERST,,4085,613,default:cogs_supplements,CC_PURCHASE_610
611,2025-02-03,PURCHASE,92.58,9258,KENT AMHERST AMHERST,,8050,1208,keyword:kent_repairs,CC_PURCHASE_611
612,2025-02-03,PURCHASE,171.20,17120,KENT AMHERST AMHERST,,14887,2233,keyword:kent_repairs,CC_PURCHASE_612
613,2025-02-03,PURCHASE,274.10,27410,REGISTRY OF JOINT,,23835,3575,default:cogs_supplements,CC_PURCHASE_613
614,2025-02-03,PURCHASE,22.62,2262,LAWTONS #2562 AMHERST,,1967,295,default:cogs_supplements,CC_PURCHASE_614
615,2025-02-03,PURCHASE,20.47,2047,A&W AMHERST AMHERST,,1780,267,default:cogs_supplements,CC_PURCHASE_615
616,2025-02-03,PURCHASE,20.64,2064,PROXI WEST AMHERST,,1795,269,default:cogs_supplements,CC_PURCHASE_616
617,2025-02-03,PURCHASE,10.29,1029,NEEDS 182 AMHERST,,895,134,default:cogs_supplements,CC_PURCHASE_617
618,2025-02-03,PURCHASE,81.41,8141,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,7079,1062,VENDOR_PROFILE,CC_PURCHASE_618
3092,2025-02-03,PURCHASE,15.46,1546,FREIGHTCOM INC. BOLTON,,1344,202,keyword:freight,CC_PURCHASE_3092
3093,2025-02-03,PURCHASE,20.85,2085,FREIGHTCOM INC. BOLTON,,1813,272,keyword:freight,CC_PURCHASE_3093
3094,2025-02-03,REFUND,15.49,1549,FREIGHTCOM INC. BOLTON,,1347,202,keyword:freight,CC_PURCHASE_3094
603,2025-02-04,PURCHASE,13.07,1307,KENS RITE STOP,,1137,170,default:cogs_supplements,CC_PURCHASE_603
606,2025-02-04,PURCHASE,87.84,8784,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,7638,1146,VENDOR_PROFILE,CC_PURCHASE_606
3090,2025-02-04,PURCHASE,14.43,1443,FREIGHTCOM INC. BOLTON,,1255,188,keyword:freight,CC_PURCHASE_3090
3091,2025-02-04,PURCHASE,15.88,1588,FREIGHTCOM INC. BOLTON,,1381,207,keyword:freight,CC_PURCHASE_3091
3088,2025-02-05,PURCHASE,12.48,1248,FREIGHTCOM INC. BOLTON,,1085,163,keyword:freight,CC_PURCHASE_3088
3089,2025-02-05,PURCHASE,11.69,1169,FREIGHTCOM INC. BOLTON,,1017,152,keyword:freight,CC_PURCHASE_3089
602,2025-02-06,PURCHASE,166.75,16675,UC BABY -,,14500,2175,default:cogs_supplements,CC_PURCHASE_602
3082,2025-02-06,REFUND,26.12,2612,FREIGHTCOM INC. BOLTON,,2271,341,keyword:freight,CC_PURCHASE_3082
3083,2025-02-06,PURCHASE,14.43,1443,FREIGHTCOM INC. BOLTON,,1255,188,keyword:freight,CC_PURCHASE_3083
3084,2025-02-06,PURCHASE,15.46,1546,FREIGHTCOM INC. BOLTON,,1344,202,keyword:freight,CC_PURCHASE_3084
596,2025-02-07,PURCHASE,51.97,5197,PURCHASE INTEREST,,4519,678,default:cogs_supplements,CC_PURCHASE_596
597,2025-02-07,PURCHASE,4.59,459,APPLE.COM/BILL 866-712-7753,,399,60,default:cogs_supplements,CC_PURCHASE_597
598,2025-02-07,PURCHASE,601.67,60167,PC EXPRESS 0312,,52319,7848,default:cogs_supplements,CC_PURCHASE_598
599,2025-02-07,PURCHASE,39.86,3986,PROXI SACKVILLE SACKVILLE,,3466,520,default:cogs_supplements,CC_PURCHASE_599
600,2025-02-07,PURCHASE,983.00,98300,GROSNOR DISTRIBUTION AJAX,,85478,12822,default:cogs_supplements,CC_PURCHASE_600
3077,2025-02-07,REFUND,4.50,450,DISNEY PLUS CREDIT,,391,59,default:cogs_supplements,CC_PURCHASE_3077
3078,2025-02-07,PURCHASE,11.42,1142,FREIGHTCOM INC. BOLTON,,993,149,keyword:freight,CC_PURCHASE_3078
3079,2025-02-07,PURCHASE,15.46,1546,FREIGHTCOM INC. BOLTON,,1344,202,keyword:freight,CC_PURCHASE_3079
3080,2025-02-07,PURCHASE,15.51,1551,GOOGLE *BYTEDANCE 650-253-0000,,1349,202,default:cogs_supplements,CC_PURCHASE_3080
591,2025-02-10,PURCHASE,108.63,10863,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,9446,1417,VENDOR_PROFILE,CC_PURCHASE_591
592,2025-02-10,PURCHASE,155.41,15541,GIANT TIGER #200,,13514,2027,default:cogs_supplements,CC_PURCHASE_592
593,2025-02-10,PURCHASE,329.65,32965,PC EXPRESS 0312,,28665,4300,default:cogs_supplements,CC_PURCHASE_593
595,2025-02-10,PURCHASE,58.75,5875,DUNCAN'S PUB AMHERST,,5109,766,default:cogs_supplements,CC_PURCHASE_595
3071,2025-02-10,PURCHASE,7.50,750,CASH ADV/BT/CONV CHQ,,652,98,default:cogs_supplements,CC_PURCHASE_3071
3072,2025-02-10,PURCHASE,200.00,20000,BET 365 GIBRALTAR,,17391,2609,default:cogs_supplements,CC_PURCHASE_3072
3073,2025-02-10,PURCHASE,15.59,1559,FREIGHTCOM INC. BOLTON,,1356,203,keyword:freight,CC_PURCHASE_3073
3074,2025-02-10,PURCHASE,11.42,1142,FREIGHTCOM INC. BOLTON,,993,149,keyword:freight,CC_PURCHASE_3074
3075,2025-02-10,PURCHASE,19.03,1903,FREIGHTCOM INC. BOLTON,,1655,248,keyword:freight,CC_PURCHASE_3075
3076,2025-02-10,PURCHASE,16.38,1638,FREIGHTCOM INC. BOLTON,,1424,214,keyword:freight,CC_PURCHASE_3076
584,2025-02-11,PURCHASE,41.30,4130,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,3591,539,VENDOR_PROFILE,CC_PURCHASE_584
585,2025-02-11,PURCHASE,5.00,500,HIGHLAND MARKET AMHERST,,435,65,default:cogs_supplements,CC_PURCHASE_585
587,2025-02-11,PURCHASE,33.83,3383,OPENAI *CHATGPT SUBSCR,,2942,441,default:cogs_supplements,CC_PURCHASE_587
3068,2025-02-11,PURCHASE,2456.54,245654,SP STOCKUP MARKET,,213612,32042,default:cogs_supplements,CC_PURCHASE_3068
3069,2025-02-11,PURCHASE,15.46,1546,FREIGHTCOM INC. BOLTON,,1344,202,keyword:freight,CC_PURCHASE_3069
578,2025-02-12,PURCHASE,89.68,8968,PET VALU AMHERST,,7798,1170,default:cogs_supplements,CC_PURCHASE_578
579,2025-02-12,PURCHASE,20.13,2013,STUDIOTAX SOFTWARE GLOUCESTER,,1750,263,default:cogs_supplements,CC_PURCHASE_579
580,2025-02-12,PURCHASE,4.24,424,AMHERST HOME HARDWARE,,369,55,default:cogs_supplements,CC_PURCHASE_580
581,2025-02-12,PURCHASE,25.85,2585,WENDY'S RESTAURANT AMHERST,,2248,337,default:cogs_supplements,CC_PURCHASE_581
582,2025-02-12,PURCHASE,254.70,25470,AMHERST VETERINARY HOS,,22148,3322,default:cogs_supplements,CC_PURCHASE_582
583,2025-02-12,PURCHASE,24.59,2459,KENT AMHERST AMHERST,,2138,321,keyword:kent_repairs,CC_PURCHASE_583
570,2025-02-13,PURCHASE,1033.68,103368,MONCTONCASH&CARRY#301 MONCTON,,89885,13483,default:cogs_supplements,CC_PURCHASE_570
571,2025-02-13,PURCHASE,132.68,13268,BELL ALIANT OBM,,11537,1731,default:cogs_supplements,CC_PURCHASE_571
577,2025-02-13,PURCHASE,3.43,343,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,298,45,VENDOR_PROFILE,CC_PURCHASE_577
3067,2025-02-13,PURCHASE,3.00,300,COSTCO WHOLESALE W1345,COSTCO,261,39,VENDOR_PROFILE,CC_PURCHASE_3067
568,2025-02-14,PURCHASE,399.99,39999,LS SWEET DREAMS,,34782,5217,default:cogs_supplements,CC_PURCHASE_568
569,2025-02-14,PURCHASE,50.70,5070,"SHOPIFY/329781612 OTTAWA, ON",,4409,661,default:cogs_supplements,CC_PURCHASE_569
3059,2025-02-14,PURCHASE,13.20,1320,"CREATIVE FABRICA AMSTERDAM,",,1148,172,default:cogs_supplements,CC_PURCHASE_3059
3060,2025-02-14,PURCHASE,59.97,5997,GO-MART AMHERST,,5215,782,default:cogs_supplements,CC_PURCHASE_3060
3061,2025-02-14,PURCHASE,15.46,1546,FREIGHTCOM INC. BOLTON,,1344,202,keyword:freight,CC_PURCHASE_3061
561,2025-02-18,PURCHASE,1.48,148,APPLE.COM/BILL 866-712-7753,,129,19,default:cogs_supplements,CC_PURCHASE_561
562,2025-02-18,PURCHASE,21.84,2184,APPLE.COM/BILL 866-712-7753,,1899,285,default:cogs_supplements,CC_PURCHASE_562
563,2025-02-18,PURCHASE,149.50,14950,ROGERS 5160 AMHERST,,13000,1950,default:cogs_supplements,CC_PURCHASE_563
564,2025-02-18,PURCHASE,129.86,12986,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,11292,1694,VENDOR_PROFILE,CC_PURCHASE_564
565,2025-02-18,PURCHASE,51.99,5199,WAL-MART SUPERCENTER#5789 AMHERST,WALMART,4521,678,VENDOR_PROFILE,CC_PURCHASE_565
566,2025-02-18,PURCHASE,193.24,19324,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,16803,2521,VENDOR_PROFILE,CC_PURCHASE_566
567,2025-02-18,PURCHASE,30.00,3000,MOBIL@ - 4174,,2609,391,default:cogs_supplements,CC_PURCHASE_567
3054,2025-02-18,PURCHASE,193.91,19391,ROGERS ******8651 888-764-3771,,16862,2529,default:cogs_supplements,CC_PURCHASE_3054
3055,2025-02-18,PURCHASE,15.55,1555,FREIGHTCOM INC. BOLTON,,1352,203,keyword:freight,CC_PURCHASE_3055
3056,2025-02-18,PURCHASE,15.38,1538,FREIGHTCOM INC. BOLTON,,1337,201,keyword:freight,CC_PURCHASE_3056
3057,2025-02-18,PURCHASE,14.36,1436,FREIGHTCOM INC. BOLTON,,1249,187,keyword:freight,CC_PURCHASE_3057
3058,2025-02-18,PURCHASE,14.43,1443,FREIGHTCOM INC. BOLTON,,1255,188,keyword:freight,CC_PURCHASE_3058
3053,2025-02-20,REFUND,53.07,5307,FREIGHTCOM INC. BOLTON,,4615,692,keyword:freight,CC_PURCHASE_3053
555,2025-02-21,PURCHASE,4156.74,415674,FIT FOODS LTD.,,361456,54218,default:cogs_supplements,CC_PURCHASE_555
557,2025-02-21,PURCHASE,2.40,240,KENS RITE STOP,,209,31,default:cogs_supplements,CC_PURCHASE_557
558,2025-02-21,PURCHASE,1423.70,142370,GROSNOR DISTRIBUTION AJAX,,123800,18570,default:cogs_supplements,CC_PURCHASE_558
3050,2025-02-21,PURCHASE,1.12,112,FREIGHTCOM INC. BOLTON,,97,15,keyword:freight,CC_PURCHASE_3050
3051,2025-02-21,PURCHASE,32.19,3219,FREIGHTCOM INC. BOLTON,,2799,420,keyword:freight,CC_PURCHASE_3051
547,2025-02-24,PURCHASE,17.24,1724,SQ *BOUTIQUE WILDCATS,,1499,225,default:cogs_supplements,CC_PURCHASE_547
548,2025-02-24,PURCHASE,14.00,1400,PARK INDIGO -,,1217,183,default:cogs_supplements,CC_PURCHASE_548
549,2025-02-24,PURCHASE,17.94,1794,TIM HORTONS #5540,,1560,234,default:cogs_supplements,CC_PURCHASE_549
550,2025-02-24,PURCHASE,36.24,3624,WENDY'S RESTAURANT AMHERST,,3151,473,default:cogs_supplements,CC_PURCHASE_550
552,2025-02-24,PURCHASE,17.94,1794,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,1560,234,VENDOR_PROFILE,CC_PURCHASE_552
553,2025-02-24,PURCHASE,607.20,60720,NAYAX*DISTRIBUTION QM INC,,52800,7920,default:cogs_supplements,CC_PURCHASE_553
3044,2025-02-24,PURCHASE,11.36,1136,FREIGHTCOM INC. BOLTON,,988,148,keyword:freight,CC_PURCHASE_3044
3045,2025-02-24,REFUND,15.46,1546,FREIGHTCOM INC. BOLTON,,1344,202,keyword:freight,CC_PURCHASE_3045
3046,2025-02-24,PURCHASE,58.32,5832,THE ELM TREE,,5071,761,default:cogs_supplements,CC_PURCHASE_3046
3047,2025-02-24,PURCHASE,43.06,4306,MCDONALD'S #5841 Q04,,3744,562,default:cogs_supplements,CC_PURCHASE_3047
3048,2025-02-24,PURCHASE,11.63,1163,FREIGHTCOM INC. BOLTON,,1011,152,keyword:freight,CC_PURCHASE_3048
3049,2025-02-24,PURCHASE,14.36,1436,FREIGHTCOM INC. BOLTON,,1249,187,keyword:freight,CC_PURCHASE_3049
543,2025-02-25,PURCHASE,43.64,4364,AMHERST VETERINARY HOS,,3795,569,default:cogs_supplements,CC_PURCHASE_543
544,2025-02-25,PURCHASE,40.24,4024,IMPOTEXPERT / UFILE,,3499,525,default:cogs_supplements,CC_PURCHASE_544
545,2025-02-25,PURCHASE,38.08,3808,PROXI WEST AMHERST,,3311,497,default:cogs_supplements,CC_PURCHASE_545
546,2025-02-25,PURCHASE,7.50,750,AVENIR CENTRE MONCTON,,652,98,default:cogs_supplements,CC_PURCHASE_546
3042,2025-02-25,PURCHASE,1345.48,134548,LS SWEET DREAMS,,116998,17550,default:cogs_supplements,CC_PURCHASE_3042
541,2025-02-26,PURCHASE,12.64,1264,APPLE.COM/BILL 866-712-7753,,1099,165,default:cogs_supplements,CC_PURCHASE_541
542,2025-02-26,PURCHASE,40.92,4092,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,3558,534,VENDOR_PROFILE,CC_PURCHASE_542
3037,2025-02-26,PURCHASE,24.07,2407,FREIGHTCOM INC. BOLTON,,2093,314,keyword:freight,CC_PURCHASE_3037
3038,2025-02-26,PURCHASE,22.82,2282,FREIGHTCOM INC. BOLTON,,1984,298,keyword:freight,CC_PURCHASE_3038
3039,2025-02-26,PURCHASE,20.22,2022,FREIGHTCOM INC. BOLTON,,1758,264,keyword:freight,CC_PURCHASE_3039
3041,2025-02-26,PURCHASE,561.17,56117,ISWEET 4168234030,,48797,7320,default:cogs_supplements,CC_PURCHASE_3041
538,2025-02-27,PURCHASE,975.99,97599,YUMMY SPORTS DELSON,,84869,12730,default:cogs_supplements,CC_PURCHASE_538
540,2025-02-27,PURCHASE,19.30,1930,DAIRY QUEEN #,,1678,252,default:cogs_supplements,CC_PURCHASE_540
3035,2025-02-27,PURCHASE,3.67,367,CIRCLE K /,,319,48,default:cogs_supplements,CC_PURCHASE_3035
3036,2025-02-27,REFUND,15.59,1559,FREIGHTCOM INC. BOLTON,,1356,203,keyword:freight,CC_PURCHASE_3036
530,2025-02-28,PURCHASE,61.00,6100,PIZZA DELIGHT AMHERST,,5304,796,default:cogs_supplements,CC_PURCHASE_530
531,2025-02-28,PURCHASE,2043.30,204330,AK PERFORMA SERVICES,,177678,26652,default:cogs_supplements,CC_PURCHASE_531
525,2025-03-03,PURCHASE,18.72,1872,GOOGLE *GSUITE_CURLYS. 855-222-8603,,1628,244,default:cogs_supplements,CC_PURCHASE_525
526,2025-03-03,PURCHASE,20.01,2001,MOBIL@ - 4174,,1740,261,default:cogs_supplements,CC_PURCHASE_526
527,2025-03-03,PURCHASE,49.21,4921,WENDY'S RESTAURANT AMHERST,,4279,642,default:cogs_supplements,CC_PURCHASE_527
3023,2025-03-03,PURCHASE,15.38,1538,FREIGHTCOM INC. BOLTON,,1337,201,keyword:freight,CC_PURCHASE_3023
3024,2025-03-03,PURCHASE,123.40,12340,WAL-MART #5789 AMHERST,WALMART,10730,1610,VENDOR_PROFILE,CC_PURCHASE_3024
3025,2025-03-03,PURCHASE,13.80,1380,GIANT TIGER #200,,1200,180,default:cogs_supplements,CC_PURCHASE_3025
3026,2025-03-03,PURCHASE,124.74,12474,DOLLARAMA # 209,,10847,1627,keyword:dollarama,CC_PURCHASE_3026
3027,2025-03-03,PURCHASE,275.95,27595,HART - AMHERST,,23996,3599,default:cogs_supplements,CC_PURCHASE_3027
3028,2025-03-03,PURCHASE,215.84,21584,HART - AMHERST,,18769,2815,default:cogs_supplements,CC_PURCHASE_3028
3029,2025-03-03,PURCHASE,200.94,20094,WAL-MART #5789 AMHERST,WALMART,17473,2621,VENDOR_PROFILE,CC_PURCHASE_3029
3030,2025-03-03,PURCHASE,14.94,1494,DISNEY PLUS 1,,1299,195,default:cogs_supplements,CC_PURCHASE_3030
3031,2025-03-03,PURCHASE,204.44,20444,FREIGHTCOM INC. BOLTON,,17777,2667,keyword:freight,CC_PURCHASE_3031
3019,2025-03-04,PURCHASE,14.36,1436,FREIGHTCOM INC. BOLTON,,1249,187,keyword:freight,CC_PURCHASE_3019
3020,2025-03-04,PURCHASE,122.20,12220,AMHERST VETERINARY HOS,,10626,1594,default:cogs_supplements,CC_PURCHASE_3020
3021,2025-03-04,REFUND,14.36,1436,FREIGHTCOM INC. BOLTON,,1249,187,keyword:freight,CC_PURCHASE_3021
3022,2025-03-04,PURCHASE,131.23,13123,WAL-MART #5789 AMHERST,WALMART,11411,1712,VENDOR_PROFILE,CC_PURCHASE_3022
524,2025-03-05,PURCHASE,41.39,4139,AMZN MKTP CA*QZ19W58K3,,3599,540,default:cogs_supplements,CC_PURCHASE_524
3017,2025-03-05,REFUND,250.99,25099,FREIGHTCOM INC. BOLTON,,21825,3274,keyword:freight,CC_PURCHASE_3017
3018,2025-03-05,PURCHASE,11.36,1136,FREIGHTCOM INC. BOLTON,,988,148,keyword:freight,CC_PURCHASE_3018
519,2025-03-06,PURCHASE,42.96,4296,DOLLARAMA # 209,,3736,560,keyword:dollarama,CC_PURCHASE_519
522,2025-03-06,PURCHASE,47.00,4700,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,4087,613,VENDOR_PROFILE,CC_PURCHASE_522
523,2025-03-06,PURCHASE,3267.15,326715,GROSNOR DISTRIBUTION AJAX,,284100,42615,default:cogs_supplements,CC_PURCHASE_523
3015,2025-03-06,PURCHASE,48.50,4850,WWW.BAREMETAL.COM VICTORIA,,4217,633,default:cogs_supplements,CC_PURCHASE_3015
517,2025-03-07,PURCHASE,4.59,459,APPLE.COM/BILL 866-712-7753,,399,60,default:cogs_supplements,CC_PURCHASE_517
3008,2025-03-07,PURCHASE,0.36,36,CASH INTEREST,,31,5,default:cogs_supplements,CC_PURCHASE_3008
3009,2025-03-07,REFUND,4.50,450,DISNEY PLUS CREDIT,,391,59,default:cogs_supplements,CC_PURCHASE_3009
3010,2025-03-07,PURCHASE,200.00,20000,AMHERST VETERINARY HOS,,17391,2609,default:cogs_supplements,CC_PURCHASE_3010
3011,2025-03-07,PURCHASE,134.40,13440,AMHERST VETERINARY HOS,,11687,1753,default:cogs_supplements,CC_PURCHASE_3011
3012,2025-03-07,PURCHASE,90.28,9028,DOLLARAMA # 209,,7850,1178,keyword:dollarama,CC_PURCHASE_3012
3014,2025-03-07,PURCHASE,15.51,1551,GOOGLE *BYTEDANCE 650-253-0000,,1349,202,default:cogs_supplements,CC_PURCHASE_3014
511,2025-03-10,PURCHASE,16.08,1608,APPLE.COM/BILL 866-712-7753,,1398,210,default:cogs_supplements,CC_PURCHASE_511
512,2025-03-10,PURCHASE,27.60,2760,MONCTON DISCOUNTERS MONCTON,,2400,360,default:cogs_supplements,CC_PURCHASE_512
514,2025-03-10,PURCHASE,21.81,2181,VALUE VILLAGE #,,1897,284,default:cogs_supplements,CC_PURCHASE_514
516,2025-03-10,PURCHASE,44.95,4495,AMHERST PHARMA SAVE,PHARMASAVE,3909,586,VENDOR_PROFILE,CC_PURCHASE_516
3004,2025-03-10,PURCHASE,35.91,3591,WAL-MART #5789 AMHERST,WALMART,3123,468,VENDOR_PROFILE,CC_PURCHASE_3004
3005,2025-03-10,PURCHASE,55.20,5520,DOLLARAMA # 209,,4800,720,keyword:dollarama,CC_PURCHASE_3005
3006,2025-03-10,PURCHASE,17.79,1779,MCDONALD'S #5841 Q04,,1547,232,default:cogs_supplements,CC_PURCHASE_3006
3007,2025-03-10,PURCHASE,64.89,6489,WAL-MART #5789 AMHERST,WALMART,5643,846,VENDOR_PROFILE,CC_PURCHASE_3007
509,2025-03-11,PURCHASE,34.02,3402,OPENAI *CHATGPT SUBSCR,,2958,444,default:cogs_supplements,CC_PURCHASE_509
510,2025-03-11,PURCHASE,12.47,1247,STEAM PURCHASE SEATTLE,,1084,163,default:cogs_supplements,CC_PURCHASE_510
3000,2025-03-11,PURCHASE,22.07,2207,DOLLARAMA # 209,,1919,288,keyword:dollarama,CC_PURCHASE_3000
3001,2025-03-11,PURCHASE,15.55,1555,FREIGHTCOM INC. BOLTON,,1352,203,keyword:freight,CC_PURCHASE_3001
3002,2025-03-11,PURCHASE,15.38,1538,FREIGHTCOM INC. BOLTON,,1337,201,keyword:freight,CC_PURCHASE_3002
507,2025-03-12,PURCHASE,400.96,40096,NOVA SCOTIA PWR/EZ-PAY,,34866,5230,default:cogs_supplements,CC_PURCHASE_507
508,2025-03-12,PURCHASE,7.02,702,KUBRA/EZ-PAY 905-624-2220,,610,92,default:cogs_supplements,CC_PURCHASE_508
505,2025-03-13,PURCHASE,132.68,13268,BELL ALIANT OBM,,11537,1731,default:cogs_supplements,CC_PURCHASE_505
506,2025-03-13,PURCHASE,311.53,31153,AMZN MKTP CA*2B1844XA3,,27090,4063,default:cogs_supplements,CC_PURCHASE_506
2996,2025-03-13,PURCHASE,15.57,1557,FREIGHTCOM INC. BOLTON,,1354,203,keyword:freight,CC_PURCHASE_2996
2997,2025-03-13,PURCHASE,18.05,1805,WAL-MART #5789 AMHERST,WALMART,1570,235,VENDOR_PROFILE,CC_PURCHASE_2997
2998,2025-03-13,PURCHASE,13.33,1333,A&W AMHERST AMHERST,,1159,174,default:cogs_supplements,CC_PURCHASE_2998
2999,2025-03-13,PURCHASE,57.27,5727,WAL-MART #5789 AMHERST,WALMART,4980,747,VENDOR_PROFILE,CC_PURCHASE_2999
504,2025-03-14,PURCHASE,1605.75,160575,BELIEVESUPP 4508001414,,139630,20945,default:cogs_supplements,CC_PURCHASE_504
2993,2025-03-14,PURCHASE,13.29,1329,"CREATIVE FABRICA AMSTERDAM,",,1156,173,default:cogs_supplements,CC_PURCHASE_2993
2994,2025-03-14,PURCHASE,2401.28,240128,PEAK PERFORMANCE MISSISSAUGA,,208807,31321,default:cogs_supplements,CC_PURCHASE_2994
2995,2025-03-14,PURCHASE,25.14,2514,DOLLARAMA # 209,,2186,328,keyword:dollarama,CC_PURCHASE_2995
498,2025-03-17,PURCHASE,21.84,2184,APPLE.COM/BILL 866-712-7753,,1899,285,default:cogs_supplements,CC_PURCHASE_498
499,2025-03-17,PURCHASE,1.48,148,APPLE.COM/BILL 866-712-7753,,129,19,default:cogs_supplements,CC_PURCHASE_499
501,2025-03-17,PURCHASE,51.08,5108,"SHOPIFY/341577281 OTTAWA, ON",,4442,666,default:cogs_supplements,CC_PURCHASE_501
503,2025-03-17,PURCHASE,80.08,8008,AMHERST PHARMA SAVE,PHARMASAVE,6963,1045,VENDOR_PROFILE,CC_PURCHASE_503
2989,2025-03-17,PURCHASE,5.15,515,AMHERST SUPERSTORE #31,ATLANTIC_SUPERSTORE,448,67,VENDOR_PROFILE,CC_PURCHASE_2989
2990,2025-03-17,PURCHASE,2.86,286,COSTCO WHOLESALE W1345,COSTCO,249,37,VENDOR_PROFILE,CC_PURCHASE_2990
2991,2025-03-17,PURCHASE,15.54,1554,FREIGHTCOM INC. BOLTON,,1351,203,keyword:freight,CC_PURCHASE_2991
2992,2025-03-17,PURCHASE,66.97,6697,COSTCO WHOLESALE W1345,COSTCO,5823,874,VENDOR_PROFILE,CC_PURCHASE_2992
497,2025-03-18,PURCHASE,35.33,3533,STEAM PURCHASE SEATTLE,,3072,461,default:cogs_supplements,CC_PURCHASE_497
2985,2025-03-18,PURCHASE,483.75,48375,ROGERS ******8651 888-764-3771,,42065,6310,default:cogs_supplements,CC_PURCHASE_2985
