id,wave_bill_id,match_type,bank_txn_id,cc_txn_id,cc_payment_txn_id,confidence,match_method,date_diff_days,amount_diff_cents,notes
658,31,SPLIT_PAYMENT,1676,,,,USER_MANUAL,0,0,"CIBC monthly fees aggregated from bank_txn_ids: 1676, 1677"
659,1,SHAREHOLDER_REIMBURSE,1639,,,,USER_MANUAL,,0,Sept 27 e-transfer to Dwayne: June full rent $700 + HST = $805.
660,13,SHAREHOLDER_REIMBURSE,1689,,,,USER_MANUAL,,0,"July rent paid by Dwayne, reimbursed via Jul 5 transfer to 00153/19-23218 ($402.50)."
661,19,BANK_DEBIT,1681,,,,USER_MANUAL,,0,August rent paid direct via debit card to Town of Amherst ($402.50).
662,78,CC_PAYMENT_TRANSFER,,,,,MANUAL_CC_PAYMENT_TRANSFER,30,37,Amazon via CC payment transfer 000000206582 (amount diff $0.37).
663,82,CC_PAYMENT_TRANSFER,,,,,MANUAL_CC_PAYMENT_TRANSFER,14,-544,Atlantic Superstore via CC payment transfer 000000103415 (amount diff $5.44).
664,94,CC_PAYMENT_TRANSFER,1596,,,,MANUAL_CC_PAYMENT_TRANSFER,6,0,Amazon corrected to $167.85; repaid to Mastercard Oct 21 (bank transfer 000000122519).
665,95,CASH_PAID,,,,,USER_MANUAL,,0,Paid by Tom; reimbursed in cash off-bank.
666,106,CC_PAYMENT_TRANSFER,1539,,,,MANUAL_CC_PAYMENT_TRANSFER,7,0,Black Cat paid by Mastercard (Nova 1); repaid via bank transfer 000000221703.
667,125,CASH_PAID,,,,,USER_MANUAL,,0,Paid in cash; reimbursed in cash off-bank.
668,148,SPLIT_PAYMENT,1405,,,,USER_MANUAL,17,0,GFS EFT batch 67876-000003063: invoice 9005510560 netted with credit memo 9005357713-CR; bank credit $204.51 on 2024-01-05.
669,707,SPLIT_PAYMENT,1405,,,,USER_MANUAL,18,0,GFS credit memo 9005357713-CR in EFT batch 67876-000003063; net bank credit $204.51 on 2024-01-05.
670,151,CC_PAYMENT_TRANSFER,1124,,,,MANUAL_CC_PAYMENT_TRANSFER,121,0,"Shopify order screen (4x $22.99 USD Sep-Dec 2023) paid via Visa; reimbursed by CC payment Apr 30, 2024."
671,152,SPLIT_PAYMENT,1543,,,,USER_MANUAL,-61,0,"CIBC account fees aggregated for Oct-Dec 2023: bank_txn_ids 1543, 1481, 1419."
672,709,SPLIT_PAYMENT,1629,,,,USER_MANUAL,-1,0,"CIBC account fees for Sep 2023: bank_txn_ids 1629, 1632, 1633, 1630, 1631."
673,185,CASH_PAID,,,,,USER_MANUAL,,0,Paid from till (cash off-bank).
674,710,BILL_PAYMENT,1461,,,,MANUAL_BILL_PAYMENT,0,0,Triangle fuel receipt placeholder (no card statement).
675,711,BILL_PAYMENT,1425,,,,MANUAL_BILL_PAYMENT,0,0,Triangle fuel receipt placeholder (no card statement).
676,230,BILL_PAYMENT,1229,,,,MANUAL_BILL_PAYMENT,14,304,AliExpress bill paid via Neo Mastercard bill payment; amount off by $3.04.
677,209,BILL_PAYMENT,1291,,,,MANUAL_BILL_PAYMENT,7,0,Cafe Archibald paid via Triangle Mastercard bill payment.
678,712,BILL_PAYMENT,1248,,,,MANUAL_BILL_PAYMENT,0,0,Costco receipt placeholder (BMO Mastercard payment).
679,281,BILL_PAYMENT,1173,,,,MANUAL_BILL_PAYMENT,1,0,Circle K fuel paid via BMO Mastercard bill payment.
680,284,BILL_PAYMENT,1166,,,,MANUAL_BILL_PAYMENT,4,0,Pharmasave bill paid via BMO Mastercard bill payment.
681,296,BILL_PAYMENT,1149,,,,MANUAL_BILL_PAYMENT,2,24,Shell gas paid via BMO Mastercard bill payment (amount diff $0.24).
682,612,BILL_PAYMENT,575,,,,MANUAL_BILL_PAYMENT,-2,-383,Esso bill paid via NEO Mastercard bill payment. (amount diff $-3.83).
683,452,BILL_PAYMENT,859,,,,MANUAL_BILL_PAYMENT,7,-40,Christmas Discounters bill paid via BMO Mastercard bill payment. (amount diff $-0.40).
684,631,BILL_PAYMENT,518,,,,MANUAL_BILL_PAYMENT,2,-637,Circle K bill paid via BMO Mastercard bill payment. (amount diff $-6.37).
685,371,BILL_PAYMENT,977,,,,MANUAL_BILL_PAYMENT,15,2755,Walmart bill paid via NEO Mastercard bill payment (amount diff $27.55).
686,425,BILL_PAYMENT,856,,,,MANUAL_BILL_PAYMENT,21,0,Costco bill paid via BMO Mastercard bill payment (Oct 16 purchase).
687,713,E_TRANSFER_REIMBURSE,845,,,,MANUAL_E_TRANSFER_REIMBURSE,1,0,"Thomas reimbursement for Pharmasave (Nov 11, 2024 bill)."
688,645,BILL_PAYMENT,432,,,,MANUAL_BILL_PAYMENT,18,-820,Value Village bill paid via NEO Mastercard bill payment. (amount diff $-8.20).
689,385,BILL_PAYMENT,857,,,,MANUAL_BILL_PAYMENT,42,633,Circle K bill paid via Triangle Mastercard bill payment. (amount diff $6.33).
690,714,BILL_PAYMENT,843,,,,MANUAL_BILL_PAYMENT,0,0,Fuel receipt placeholder (BMO Mastercard payment).
691,715,BILL_PAYMENT,521,,,,MANUAL_BILL_PAYMENT,0,0,Fuel receipt placeholder (BMO Mastercard payment).
692,716,SPLIT_PAYMENT,1690,,,,USER_MANUAL,0,0,"CIBC June 2023 fees aggregated: bank_txn_ids 1690, 1691, 1692, 1693."
693,717,BANK_DEBIT,1679,,,HIGH,USER_MANUAL,0,0,Interac debit COGS purchase (Walmart) - no HST captured in Wave
694,718,BANK_DEBIT,1680,,,HIGH,USER_MANUAL,0,0,Interac debit COGS purchase (Dollarama) - no HST captured in Wave
695,719,SHAREHOLDER_REIMBURSE,1617,,,,USER_MANUAL,0,0,Thomas reimbursement for GFS cash off-books bill (no invoice).
696,722,SHAREHOLDER_REIMBURSE,1640,,,,USER_MANUAL,22,0,Dwayne reimbursement for Walmart purchase (original bill missing; placeholder).
697,166,SHAREHOLDER_REIMBURSE,1323,,,HIGH,USER_MANUAL,24,0,"GFS 9005546522 - Dwayne paid, reimbursed via Feb 7 e-transfer"
698,190,CC_PURCHASE,,3213,,HIGH,USER_MANUAL,0,0,User corrected - Dec 23 PROXI was the gas purchase
699,280,CC_PURCHASE,1174,3762,,HIGH,USER_MANUAL,1,0,"Costco on card 7022, paid via bank txn to MC"
700,277,E_TRANSFER,1182,,,HIGH,USER_MANUAL,1,0,E-transfer to Markie B for bus tour
701,612,E_TRANSFER_REIMBURSE,527,,,HIGH,manual,,1,Thomas reimbursed for Esso bill via e-transfer
702,731,BANK_DEBIT,591,,,EXACT,manual,,0,GPFS service charge
703,694,BANK_DEBIT,361,,,EXACT,manual,,0,April 2025 account fee
704,703,BANK_DEBIT,345,,,EXACT,manual,,0,May 2025 transfer fee
705,486,CC_PURCHASE,,3326,,HIGH,manual,,25474,Split payment: $400 MC + $254.74 e-transfer reimburse to Dwayne
706,512,BANK_DEBIT,764,,,HIGH,manual,,40000,Split: $412.21 debit + $400 e-transfer reimburse to Dwayne for MC
707,575,CC_PURCHASE,,3131,,HIGH,manual,,16601,Split: $400 MC + $166.01 cash reimbursed to Dwayne
741,698,BANK_DEBIT,353,,,HIGH,MANUAL_CIBC_CHEQUE_ORDER,0,1,CIBC cheque order (Deluxe) PAD - Wave vs bank may differ by 1 cent
742,755,PAD_INVOICE,1221,,,EXACT,MANUAL_CAPITAL_PAP,16,0,Capital Foods PAD payment for invoice 2548372 (PAP email)
743,769,E_TRANSFER_REIMBURSE,1350,,,EXACT,MANUAL_FB_HOTWATER,0,0,Thomas reimbursement: FB marketplace hot water heater ($40)
744,259,CC_PURCHASE,,3795,1098,HIGH,CC_PURCHASE_AMOUNT_4D,4,0,Card 7022
745,727,CC_PURCHASE,,3707,,HIGH,CC_PURCHASE_AMOUNT_10D,10,0,Card 8154
746,728,CC_PURCHASE,,3191,,HIGH,CC_PURCHASE_AMOUNT_14D,14,0,Card 8154
747,746,SHAREHOLDER_REIMBURSE,1572,,,MEDIUM,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
748,747,SHAREHOLDER_REIMBURSE,1576,,,MEDIUM,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
749,748,SHAREHOLDER_REIMBURSE,1536,,,MEDIUM,SHAREHOLDER_ET_5D,5,0,To DWAYNE RIPLEY
750,751,INTERCOMPANY_PURCHASE,1504,,,HIGH,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
751,752,SHAREHOLDER_REIMBURSE,1477,,,MEDIUM,SHAREHOLDER_ET_14D,14,0,To DWAYNE RIPLEY
752,753,SHAREHOLDER_REIMBURSE,1408,,,MEDIUM,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
753,754,SHAREHOLDER_REIMBURSE,1285,,,MEDIUM,SHAREHOLDER_ET_0D,0,0,To DWAYNE RIPLEY
754,758,SHAREHOLDER_REIMBURSE,1071,,,MEDIUM,SHAREHOLDER_ET_0D,0,0,To THOMAS MCCROSSIN
755,734,E_TRANSFER_REIMBURSE,809,,,HIGH,E_TRANSFER_REIMBURSE_0D,0,0,To ONE-TIME CONTACT SHANE KE
756,326,PAD_INVOICE,1070,,,EXACT,PAD_GFS_SUBSET_2,17,0,PAD 2024-08-16 (2 invoices)
757,327,PAD_INVOICE,1070,,,EXACT,PAD_GFS_SUBSET_2,17,0,PAD 2024-08-16 (2 invoices)
758,732,PAD_INVOICE,853,,,EXACT,PAD_GFS_SUBSET_3,16,0,PAD 2024-11-08 (3 invoices)
759,438,PAD_INVOICE,853,,,EXACT,PAD_GFS_SUBSET_3,15,0,PAD 2024-11-08 (3 invoices)
760,447,PAD_INVOICE,853,,,EXACT,PAD_GFS_SUBSET_3,14,0,PAD 2024-11-08 (3 invoices)
761,733,PAD_INVOICE,513,,,EXACT,PAD_GFS_SUBSET_2,15,0,PAD 2025-02-28 (2 invoices)
762,619,PAD_INVOICE,513,,,EXACT,PAD_GFS_SUBSET_2,14,0,PAD 2025-02-28 (2 invoices)
763,639,PAD_INVOICE,440,,,EXACT,PAD_GFS_SUBSET_1,15,0,PAD 2025-03-21 (1 invoices)
764,742,PAD_INVOICE,836,,,EXACT,PAD_CAPITAL_SUBSET_1,20,0,PAD 2024-11-13 (1 invoices)
765,510,PAD_INVOICE,721,,,EXACT,PAD_CAPITAL_SUBSET_2,14,0,PAD 2024-12-18 (2 invoices)
766,708,PAD_INVOICE,721,,,EXACT,PAD_CAPITAL_SUBSET_2,7,0,PAD 2024-12-18 (2 invoices)
767,735,PAD_INVOICE,694,,,EXACT,PAD_CAPITAL_SUBSET_1,20,0,PAD 2025-01-02 (1 invoices)
768,759,PAD_INVOICE,1211,,,EXACT,PAD_PEPSI_MONTHLY_1,18,0,Pepsi PAD 2024-03-18
769,760,PAD_INVOICE,1143,,,EXACT,PAD_PEPSI_MONTHLY_1,16,0,Pepsi PAD 2024-04-16
770,761,PAD_INVOICE,1106,,,EXACT,PAD_PEPSI_MONTHLY_1,16,0,Pepsi PAD 2024-05-16
771,762,PAD_INVOICE,935,,,EXACT,PAD_PEPSI_MONTHLY_1,16,0,Pepsi PAD 2024-10-16
772,763,PAD_INVOICE,816,,,EXACT,PAD_PEPSI_MONTHLY_1,18,0,Pepsi PAD 2024-11-18
773,764,PAD_INVOICE,643,,,EXACT,PAD_PEPSI_MONTHLY_1,16,0,Pepsi PAD 2025-01-16
774,765,PAD_INVOICE,551,,,EXACT,PAD_PEPSI_MONTHLY_1,17,0,Pepsi PAD 2025-02-17
775,766,PAD_INVOICE,166,,,EXACT,PAD_PEPSI_MONTHLY_1,16,0,Pepsi PAD 2025-10-16
776,767,PAD_INVOICE,51,,,EXACT,PAD_PEPSI_MONTHLY_1,17,0,Pepsi PAD 2025-11-17
